Location,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018 
Rwanda,6115.168,6522.382,7059.813,7593.239,8025.703,8329.406,8536.205,8680.346,8818.438,8991.735,9206.58,9447.402,9708.169,9977.446,10246.842,10516.071,10788.853,11065.151,11345.357,11629.553,11943.214,12263.807,12591.588
Saint Helena,5.264,5.251,5.241,5.201,5.114,4.972,4.792,4.586,4.408,4.275,4.201,4.165,4.166,4.176,4.177,4.152,4.117,4.081,4.054,4.034,4.051,4.071,4.089
Saint Kitts and Nevis,43.373,43.846,44.317,44.824,45.374,45.99,46.641,47.306,47.971,48.611,49.21,49.783,50.332,50.886,51.445,52.006,52.591,53.169,53.739,54.288,54.846,55.401,55.947
Saint Lucia,149.004,151.086,153.183,155.172,156.949,158.464,159.763,160.973,162.251,163.714,165.407,167.288,169.22,171.022,172.58,173.832,174.835,175.66,176.421,177.206,178.121,179.03,179.924
Saint Pierre and Miquelon,6.296,6.291,6.285,6.281,6.272,6.268,6.262,6.255,6.259,6.261,6.26,6.261,6.269,6.277,6.274,6.274,6.276,6.273,6.277,6.29,6.295,6.318,6.34
Saint Vincent and the Grenadines,108.075,108.004,107.922,107.88,107.898,107.988,108.146,108.35,108.559,108.744,108.907,109.047,109.165,109.253,109.315,109.341,109.328,109.32,109.357,109.455,109.804,110.151,110.498
Samoa,171.283,172.198,172.981,173.755,174.61,175.566,176.582,177.662,178.781,179.929,181.094,182.286,183.526,184.826,186.205,187.665,189.194,190.757,192.29,193.759,195.448,197.042,198.608
San Marino,26.209,26.508,26.799,27.096,27.418,27.762,28.121,28.494,28.866,29.24,29.614,29.977,30.351,30.723,31.11,31.504,31.914,32.303,32.657,32.96,33.153,33.319,33.467
Sao Tome and Principe,128.821,131.107,133.418,135.886,138.606,141.622,144.889,148.372,151.969,155.63,159.328,163.101,166.913,170.813,174.776,178.8,182.889,187.045,191.266,195.553,200.181,204.991,209.959
Saudi Arabia,19131.578,19505.576,19882.458,20294.406,20764.312,21303.592,21906.308,22556.425,23228.89,23905.654,24578.301,25252.569,25940.77,26661.492,27425.676,28238.02,29086.357,29944.476,30776.722,31557.144,32282.499,32988.923,33677.739
Senegal,8974.077,9196.528,9418.393,9645.957,9884.052,10134.497,10396.861,10670.99,10955.944,11251.266,11556.763,11873.557,12203.957,12550.917,12916.229,13300.91,13703.513,14120.32,14546.111,14976.994,15434.224,15906.063,16392.853
Serbia,9855.506,9783.393,9683.612,9579.314,9487.615,9413.418,9352.705,9302.869,9258.343,9214.986,9173.289,9135.214,9099.552,9064.756,9029.716,8993.746,8956.984,8920.215,8884.712,8851.28,8821.272,8790.59,8759.128
Seychelles,77.675,78.459,79.188,80.051,81.151,82.567,84.203,85.91,87.484,88.744,89.659,90.281,90.686,91.034,91.405,91.834,92.285,92.765,93.254,93.742,94.385,94.973,95.514
Sierra Leone,4282.35,4305.455,4353.646,4437.803,4564.297,4739.147,4957.216,5199.549,5439.695,5658.379,5848.692,6015.417,6165.372,6310.26,6458.72,6611.692,6766.103,6922.079,7079.162,7237.025,7411.905,7593.589,7781.97
Singapore,3566.133,3649.135,3731.44,3818.462,3913.96,4018.779,4131.208,4249.295,4370.04,4491.042,4611.901,4732.528,4851.109,4965.518,5074.252,5176.017,5270.958,5360.837,5448.342,5535.262,5636.113,5725.005,5802.807
Sint Maarten (Dutch part),30.853,31.11,31.374,31.615,31.819,32,32.182,32.346,32.464,32.531,32.517,32.439,32.437,32.632,33.124,33.976,35.133,36.439,37.697,38.75,39.285,39.833,40.379
Slovakia,5384.788,5391.204,5395.254,5397.708,5399.211,5400.006,5400.154,5399.886,5399.419,5398.963,5398.541,5398.326,5398.856,5400.719,5404.294,5409.847,5417.07,5425.13,5432.841,5439.318,5441.084,5441.398,5440.212
Slovenia,1988.989,1987.955,1987.976,1988.318,1988.499,1988.349,1988.264,1988.965,1991.43,1996.281,2003.791,2013.539,2024.538,2035.424,2045.168,2053.436,2060.39,2066.119,2070.845,2074.788,2076.783,2077.913,2078.245
Solomon Islands,369.469,379.947,390.643,401.538,412.609,423.853,435.262,446.769,458.324,469.885,481.422,492.94,504.477,516.079,527.79,539.614,551.531,563.513,575.504,587.482,600.187,613.19,626.507
Somalia,7892.389,8137.475,8422.372,8720.231,9011.479,9290.823,9564.167,9836.397,10116.228,10409.925,10718.317,11038.596,11369.276,11707.99,12053.223,12404.725,12763.776,13132.349,13513.125,13908.129,14334.641,14786.564,15263.517
South Africa,42898.52,43657.024,44372.112,45058.775,45728.315,46385.006,47026.173,47648.727,48247.395,48820.586,49364.582,49887.181,50412.129,50970.818,51584.663,52263.516,52998.213,53767.396,54539.571,55291.225,56042.943,56792.781,57541.184
South America,328846.881,334069.539,339248.255,344363.019,349398.761,354352.276,359225.252,364013.849,368715.053,373328.523,377848.083,382277.872,386640.742,390967.784,395280.204,399586.154,403876.144,408131.634,412325.321,416436.111,420645.387,424838.146,429006.319
South Sudan,5591.114,5814.006,6099.923,6405.864,6700.656,6974.442,7237.276,7501.642,7787.655,8108.877,8468.152,8856.8,9263.136,9670.667,10067.192,10448.857,10818.258,11177.49,11530.971,11882.136,12241.772,12611.153,12990.215
South-Central Asia,1400447.106,1427390.72,1454362.517,1481345.439,1508317.036,1535283.08,1562217.455,1589027.258,1615592.747,1641830.209,1667689.93,1693195.935,1718429.376,1743512.483,1768530.742,1793502.411,1818387.627,1843142.952,1867702.391,1892013.476,1917391.213,1943150.048,1969219.904
South-Eastern Asia,493385.961,501330.486,509197.176,516975.054,524657.117,532250.427,539762.712,547189.695,554525.11,561770.198,568911.059,575964.112,582996.692,590098.259,597327.771,604713.31,612222.205,619777.173,627267.298,634609.846,642069.455,649529.052,656979.49
Southern Africa,48978.106,49868.101,50709.61,51512.835,52286.079,53032.419,53751.515,54445.09,55114.734,55764.05,56390.73,57002.231,57623.682,58287.624,59016.093,59819.9,60689.548,61601.24,62520.018,63419.639,64330.955,65244.001,66158.983
Southern Asia,1346561.282,1373098.444,1399678.267,1426247.949,1452757.699,1479200.787,1505551.557,1531719.387,1557592.337,1583092.371,1608171.414,1632849.963,1657204.591,1681351.464,1705374.295,1729290.196,1753068.62,1776688.067,1800111.442,1823308.471,1847534.5,1872162.998,1897120.6
Southern Europe,144718.877,144786.897,144908.134,145177.435,145657.35,146368.156,147273.493,148307.083,149372.845,150392.512,151358.941,152268.544,153052.154,153627.755,153943.085,153958.951,153703.438,153276.446,152820.713,152440.653,152278.329,152082.55,151855.01
Spain,40009.324,40131.56,40292.642,40539.723,40903.711,41392.103,41985.52,42653.406,43351.668,44042.632,44725.532,45393.858,45997.806,46476.072,46788.63,46909.138,46857.404,46697.553,46521.827,46397.664,46420.645,46425.678,46414.085
Sri Lanka,18372.12,18476.505,18570.701,18669.103,18781.938,18913.054,19059.3,19215.307,19372.538,19524.558,19670.151,19810.789,19945.832,20075.086,20198.353,20315.017,20424.555,20527.233,20623.564,20714.04,20803.244,20891.245,20978.122
State of Palestine,2741.578,2871.147,2999.862,3119.076,3223.009,3308.75,3379.049,3440.799,3504.041,3576.17,3659.363,3751.866,3852.31,3957.984,4066.829,4178.875,4294.96,4414.644,4537.425,4662.884,4797.19,4937.246,5082.713
Sub-Saharan Africa,580072.826,595704.22,611721.663,628147.493,645007.134,662312.08,680090.432,698404.732,717330.823,736925.453,757212.872,778189.569,799848.676,822170.425,845136.154,868747.94,893001.485,917862.127,943284.908,969234.251,997097.565,1026059.026,1056122.591
Sudan,24786.19,25410.451,26003.542,26607.042,27250.535,27945.005,28679.565,29435.944,30186.341,30911.914,31607.064,32282.526,32955.496,33650.619,34385.963,35167.314,35990.192,36849.918,37737.913,38647.803,39627.169,40659.237,41742.337
Suriname,450.036,455.954,461.56,467.003,472.39,477.74,483.044,488.332,493.63,498.946,504.307,509.705,515.148,520.619,526.103,531.589,537.077,542.54,547.928,553.208,558.648,564.113,569.574
Swaziland,981.764,1003.995,1026.009,1045.629,1061.468,1072.927,1080.93,1087.392,1095.053,1105.873,1120.514,1138.434,1158.897,1180.675,1202.843,1225.258,1248.158,1271.456,1295.097,1319.011,1345.162,1371.89,1399.163
Sweden,8859.191,8868.853,8870.848,8873.1,8881.64,8897.793,8920.694,8951.422,8990.639,9038.623,9096.264,9163.243,9236.89,9313.478,9390.168,9465.892,9540.907,9615.247,9689.376,9763.565,9838.005,9911.149,9982.64
Switzerland,7061.173,7091.765,7115.127,7138.464,7167.25,7202.685,7243.914,7291.893,7347.247,7410.308,7481.407,7560.358,7646.113,7737.161,7831.971,7930.421,8031.67,8132.674,8229.629,8319.769,8395.781,8467.91,8536.26
Syrian Arab Republic,14755.286,15177.456,15602.21,16016.092,16410.848,16766.899,17087.901,17415.266,17806.638,18294.611,18914.977,19632.806,20325.443,20824.893,21018.834,20863.993,20420.701,19809.141,19203.09,18734.987,18144.911,17927.621,18044.22
Tajikistan,5849.54,5934.282,6021.691,6114.886,6216.205,6327.125,6447.688,6576.877,6712.841,6854.176,7000.557,7152.385,7309.728,7472.819,7641.63,7815.949,7995.062,8177.809,8362.745,8548.651,8745.914,8944.694,9145.086
TFYR Macedonia,1989.443,1999.599,2012.057,2024.394,2034.819,2042.842,2048.928,2053.426,2057.047,2060.272,2063.145,2065.458,2067.378,2069.093,2070.739,2072.383,2074.036,2075.739,2077.495,2079.308,2081.109,2082.509,2083.48
Thailand,60151.472,60863.506,61597.283,62306.651,62958.021,63543.322,64073.164,64554.952,65002.231,65425.47,65824.164,66195.615,66545.76,66881.867,67208.808,67530.13,67843.979,68143.065,68416.772,68657.6,68872.805,69074.161,69261.059
Timor-Leste,875.916,871.994,865.194,863.269,871.607,892.531,923.825,960.852,996.698,1026.484,1048.621,1064.973,1078.11,1092.021,1109.591,1131.523,1156.76,1184.366,1212.814,1240.977,1270.341,1301.346,1334.003
Togo,4398.238,4534.551,4679.023,4825.704,4970.367,5111.77,5251.472,5391.401,5534.598,5683.268,5837.792,5997.385,6161.796,6330.472,6502.952,6679.282,6859.482,7042.948,7228.915,7416.802,7615.914,7820.768,8031.5
Tokelau,1.529,1.547,1.575,1.574,1.554,1.503,1.435,1.351,1.273,1.208,1.167,1.141,1.126,1.126,1.14,1.151,1.167,1.187,1.219,1.252,1.286,1.309,1.332
Tonga,96.369,96.725,97.135,97.591,98.082,98.611,99.184,99.789,100.406,101.041,101.689,102.357,103.005,103.604,104.137,104.577,104.951,105.328,105.782,106.364,107.422,108.487,109.568
Trinidad and Tobago,1258.364,1260.678,1262.542,1264.775,1267.984,1272.38,1277.837,1284.052,1290.535,1296.934,1303.144,1309.26,1315.372,1321.618,1328.1,1334.788,1341.588,1348.248,1354.493,1360.092,1365.482,1370.163,1374.186
Tunisia,9256.037,9384.152,9499.395,9603.742,9699.197,9785.701,9864.326,9939.678,10017.601,10102.482,10196.136,10298.087,10407.336,10521.834,10639.931,10761.467,10886.668,11014.558,11143.908,11273.661,11411.949,11549.466,11685.752
Turkey,59423.208,60372.499,61329.59,62287.326,63240.121,64191.474,65143.054,66085.803,67007.855,67903.406,68763.405,69597.281,70440.032,71339.185,72326.914,73409.455,74569.867,75787.333,77030.628,78271.472,79877.975,81237.837,82381.245
Turkmenistan,4287.344,4355.114,4413.477,4466.132,4516.131,4564.08,4610.002,4655.741,4703.398,4754.641,4810.105,4870.137,4935.762,5007.95,5087.21,5174.061,5267.839,5366.277,5466.241,5565.284,5671.039,5775.623,5879.12
Turks and Caicos Islands,15.966,16.528,17.115,17.864,18.873,20.185,21.742,23.41,25.028,26.448,27.642,28.64,29.481,30.245,30.994,31.731,32.431,33.108,33.739,34.339,34.904,35.462,36.01
Tuvalu,9.256,9.277,9.306,9.345,9.42,9.512,9.635,9.767,9.894,10.027,10.137,10.243,10.34,10.441,10.531,10.628,10.725,10.819,10.908,11.001,11.095,11.204,11.318
Uganda,21202.118,21865.931,22551.789,23272.995,24039.274,24854.892,25718.048,26624.82,27568.436,28543.94,29550.662,30590.487,31663.896,32771.895,33915.133,35093.648,36306.796,37553.726,38833.338,40144.87,41554.516,43031.149,44574.62
Ukraine,50582.456,50189.314,49748.581,49290.792,48840.074,48402.885,47979.592,47580.559,47215.966,46892.163,46616.389,46386.355,46186.43,45994.024,45792.501,45576.307,45349.333,45115.785,44883.426,44657.704,44428.215,44188.126,43939.102
United Arab Emirates,2571.02,2700.01,2838.145,2988.162,3154.925,3326.032,3507.232,3741.932,4087.931,4579.562,5242.032,6044.067,6894.278,7666.393,8270.684,8672.475,8900.453,9006.263,9070.867,9154.302,9293.882,9432.628,9570.26
United Kingdom,58156.745,58346.673,58544.938,58746.728,58950.848,59149.343,59348.953,59580.222,59884.128,60286.754,60802.801,61414.66,62076.221,62722.607,63306.843,63811.882,64250.33,64641.11,65015.686,65397.08,65799.797,66194.644,66581.479
United Republic of Tanzania,30811.854,31635.251,32451.713,33291.54,34178.042,35117.019,36105.808,37149.072,38249.984,39410.545,40634.948,41923.715,43270.144,44664.231,46098.591,47570.902,49082.997,50636.595,52234.869,53879.957,55646.968,57478.922,59377.276
United States of America,268803.424,272136.551,275542.603,278862.277,281982.778,284852.391,287506.847,290027.624,292539.324,295129.501,297827.356,300595.175,303374.067,306076.362,308641.391,311051.373,313335.423,315536.676,317718.779,319929.162,322163.742,324430.406,326718.145
United States Virgin Islands,107.931,108.311,108.556,108.681,108.722,108.69,108.557,108.352,108.086,107.793,107.472,107.141,106.798,106.469,106.149,105.843,105.557,105.311,105.11,104.977,105.083,105.149,105.193
Upper-middle-income countries,2229621.087,2250178.472,2269885.526,2288957.055,2307578.062,2325879.348,2343952.537,2361889.303,2379763.317,2397643.625,2415538.091,2433501.344,2451690.235,2470293.547,2489411.123,2509105.054,2529239.069,2549461.847,2569293.476,2588362.98,2607516.26,2625369.4,2642028.598
Uruguay,3248.035,3271.01,3292.138,3309.318,3321.245,3327.103,3327.773,3325.637,3324.096,3325.612,3331.043,3339.741,3350.824,3362.755,3374.415,3385.624,3396.777,3408.005,3419.546,3431.552,3445.684,3459.819,3473.9
Uzbekistan,23298.911,23715.49,24112.41,24489.769,24848.92,25188.527,25511.876,25830.659,26160.326,26512.184,26890.263,27292.375,27715.825,28155.306,28606.294,29068.224,29540.819,30019.734,30499.618,30976.021,31482.522,31980.09,32469.49
Vanuatu,171.801,174.999,178.078,181.345,185.063,189.29,193.956,198.964,204.143,209.37,214.634,219.953,225.34,230.785,236.295,241.871,247.485,253.142,258.85,264.603,270.664,276.824,283.088
Venezuela (Bolivarian Republic of),22650.102,23110.178,23569.454,24028.689,24488.34,24948.476,25408.7,25868.523,26327.225,26784.161,27239.168,27691.965,28141.701,28587.323,29028.033,29463.291,29893.08,30317.848,30738.378,31155.134,31587.146,32020.787,32455.464
Viet Nam,76372.719,77453.335,78452.897,79391.374,80285.562,81139.919,81956.496,82747.662,83527.678,84308.843,85094.617,85889.59,86707.801,87565.407,88472.512,89436.644,90451.881,91497.725,92544.915,93571.567,94594.175,95583.3,96541.093
Wallis and Futuna Islands,14.211,14.28,14.354,14.428,14.5,14.563,14.622,14.651,14.643,14.568,14.434,14.229,13.984,13.706,13.428,13.129,12.836,12.551,12.285,12.066,11.934,11.82,11.731
Western Africa,212092.985,217744.754,223521.236,229437.523,235508.297,241736.854,248131.929,254721.111,261538.074,268607.649,275942.007,283538.293,291387.502,299472.829,307781.164,316312.143,325068.345,334042.659,343226.61,352613.862,362656.498,373083.735,383903.635
Western Asia,170445.557,174027.234,177630.636,181284.968,185018.877,188820.357,192703.315,196751.174,201071.347,205730.682,210765.462,216126.272,221686.411,227268.148,232738.024,238050.855,243226.565,248276.353,253233.89,258123.914,263170.342,268221.217,273284.868
Western Europe,181252.883,181750.229,182162.987,182573.883,183042.176,183590.895,184200.883,184838.896,185453.346,186009.623,186494.225,186927.594,187349.483,187816.127,188366.087,189011.629,189734.679,190506.249,191283.239,192032.306,192799.672,193476.678,194070.151
Western Sahara,264.108,272.84,283.083,296.512,314.118,336.651,363.227,391.167,416.797,437.515,452.35,462.207,468.633,474.044,480.274,487.649,495.772,504.855,514.991,526.216,540.87,555.748,570.842
World,5831565.02,5910566.295,5988846.103,6066867.391,6145006.989,6223412.158,6302149.639,6381408.987,6461370.865,6542159.383,6623847.913,6706418.593,6789771.253,6873741.054,6958169.159,7043008.586,7128176.935,7213426.452,7298453.033,7383008.82,7471094.883,7559571.757,7648434.379
Yemen,15889.449,16408.954,16896.21,17378.098,17874.725,18390.135,18919.179,19462.086,20017.068,20582.927,21160.534,21751.605,22356.391,22974.929,23606.779,24252.206,24909.969,25576.322,26246.327,26916.207,27645.558,28403.896,29189.054
Zambia,9394.304,9666.578,9950.224,10239.714,10531.221,10824.125,11120.409,11421.984,11731.746,12052.156,12383.446,12725.974,13082.517,13456.417,13850.033,14264.756,14699.937,15153.21,15620.974,16100.587,16608.244,17138.171,17689.969
Zimbabwe,11518.262,11709.997,11893.272,12064.537,12222.251,12366.165,12500.525,12633.897,12777.511,12940.032,13124.267,13329.909,13558.469,13810.599,14086.317,14386.649,14710.826,15054.506,15411.675,15777.451,16192.613,16614.371,17043.333
Afghanistan,17822.884,18381.605,18863.999,19403.676,20093.756,20966.463,21979.923,23064.851,24118.979,25070.798,25893.45,26616.792,27294.031,28004.331,28803.167,29708.599,30696.958,31731.688,32758.02,33736.494,34302.239,34677.264,34929.298
Africa,741220.519,759752.789,778592.236,797836.027,817566.004,837820.928,858622.597,880016.866,902048.601,924757.708,948156.166,972265.961,997144.67,1022858.654,1049446.344,1076933.813,1105285.268,1134398.192,1164129.789,1194369.908,1212582.02,1226064.808,1236500.265
Albania,3092.228,3093.041,3103.759,3115.576,3121.97,3122.408,3119.029,3111.005,3097.747,3079.179,3054.331,3023.907,2991.651,2962.635,2940.525,2926.659,2920.039,2918.978,2920.775,2923.352,2931.74,2943.201,2956.514
Algeria,29411.415,29886.839,30335.732,30765.613,31183.66,31592.153,31995.046,32403.514,32831.096,33288.437,33777.915,34300.076,34860.715,35465.76,36117.637,36819.558,37565.847,38338.562,39113.313,39871.528,40484.809,41026.464,41517.357
American Samoa,53.929,54.941,55.901,56.77,57.521,58.175,58.731,59.117,59.264,59.118,58.65,57.903,57.03,56.227,55.637,55.32,55.23,55.307,55.437,55.537,55.34,55.018,54.622
Andorra,64.36,64.327,64.142,64.37,65.39,67.341,70.049,73.182,76.244,78.867,80.991,82.683,83.861,84.462,84.449,83.751,82.431,80.788,79.223,78.014,77.597,77.723,78.236
Angola,14682.284,15088.981,15504.318,15949.766,16440.924,16983.266,17572.649,18203.369,18865.716,19552.542,20262.399,20997.687,21759.42,22549.547,23369.131,24218.565,25096.15,25998.34,26920.466,27859.305,28374.028,28721.176,28960.448
Anguilla,10.058,10.303,10.548,10.793,11.07,11.372,11.692,12.021,12.339,12.638,12.903,13.15,13.36,13.565,13.769,13.951,14.129,14.299,14.459,14.611,14.805,14.979,15.167
Antigua and Barbuda,75.628,77.739,79.851,81.831,83.584,85.057,86.266,87.293,88.257,89.253,90.301,91.381,92.478,93.581,94.661,95.719,96.777,97.824,98.875,99.923,100.976,102.035,103.099
Argentina,35419.682,35833.969,36241.59,36648.068,37057.452,37471.509,37889.37,38309.379,38728.696,39145.488,39558.89,39970.224,40382.389,40799.407,41223.889,41656.879,42096.739,42539.925,42981.515,43417.765,43805.077,44169.179,44517.371
Armenia,3168.215,3133.086,3108.684,3089.017,3069.588,3050.655,3033.897,3017.806,3000.612,2981.259,2958.5,2933.056,2908.22,2888.584,2877.311,2875.581,2881.922,2893.509,2906.22,2916.95,2933.602,2951.656,2970.129
Aruba,83.2,85.451,87.277,89.005,90.853,92.898,94.992,97.017,98.737,100.031,100.832,101.22,101.353,101.453,101.669,102.053,102.577,103.187,103.795,104.341,104.945,105.567,106.185
Asia,3539101.069,3587833.521,3635758.51,3683189.786,3730370.625,3777425.069,3824369.526,3871201.74,3917871.151,3964342.662,4010602.667,4056684.697,4102643.673,4148549.798,4194425.212,4240280.976,4286014.731,4331391.205,4376099.655,4419897.601,4464065.788,4507808.373,4550980.965
Australia,18271.685,18467.588,18665.045,18864.112,19065.837,19268.533,19475.191,19696.972,19948.429,20238.903,20573.606,20946.664,21342.493,21739.04,22120.064,22479.799,22821.849,23150.729,23474.668,23799.556,24152.209,24514.378,24881.469
Australia/New Zealand,21989.034,22219.95,22449.019,22682.243,22924.836,23176.466,23438.397,23719.041,24028.867,24374.258,24759.523,25179.815,25620.818,26062.522,26490.126,26898.164,27289.592,27668.256,28041.368,28414.088,28814.933,29224.821,29639.091
Austria,8017.863,8032.876,8041.05,8051.113,8069.276,8097.748,8134.412,8175.852,8216.805,8253.65,8284.735,8311.783,8338.453,8370.038,8409.949,8459.864,8517.548,8577.782,8633.22,8678.657,8733.114,8786.058,8837.661
Azerbaijan,7855.553,7925.669,7989.904,8054.125,8122.741,8197.279,8277.015,8361.359,8448.882,8538.606,8630.195,8724.304,8821.908,8924.407,9032.457,9146.379,9264.917,9385.293,9503.771,9617.484,9733.935,9848.283,9959.29
Bahamas,283.79,286.97,290.06,293.572,297.89,303.135,309.157,315.746,322.526,329.249,335.83,342.328,348.676,354.856,360.832,366.568,372.039,377.24,382.169,386.838,391.952,397.104,402.262
Bahrain,578.668,594.93,613.702,636.545,664.614,697.549,735.148,778.711,829.848,889.168,958.414,1035.891,1114.59,1185.029,1240.862,1278.269,1300.217,1315.411,1336.397,1371.855,1425.479,1493.361,1568.434
Bangladesh,121269.645,123854.64,126447.965,129029.691,131581.243,134107.16,136600.667,139019.001,141307.489,143431.101,145368.004,147139.191,148805.814,150454.708,152149.102,153911.916,155727.053,157571.292,159405.279,161200.886,163005.547,164803.666,166611.374
Barbados,265.942,266.945,267.95,268.922,269.847,270.685,271.478,272.258,273.091,274.009,275.039,276.15,277.319,278.47,279.569,280.601,281.585,282.509,283.385,284.217,285.331,286.524,287.759
Belarus,10109.072,10073.061,10033.061,9986.933,9933.609,9872.961,9807.132,9740.054,9676.902,9621.543,9575.043,9536.864,9507.331,9486.239,9473.071,9468.5,9471.73,9478.902,9484.851,9485.772,9496.724,9508.535,9520.084
Belgium,10208.275,10223.789,10237.299,10255.16,10282.033,10319.019,10364.885,10419.032,10480.117,10546.886,10619.567,10697.835,10779.173,10860.29,10938.739,11013.083,11083.55,11151.512,11219.161,11287.94,11371.229,11460.359,11551.221
Belize,213.676,221.606,230.284,239.026,247.315,254.984,262.206,269.13,276.089,283.277,290.747,298.407,306.165,313.929,321.608,329.192,336.701,344.181,351.694,359.288,366.081,372.583,378.903
Benin,6094.259,6281.639,6470.265,6664.098,6865.951,7076.733,7295.394,7520.555,7750.004,7982.225,8216.896,8454.791,8696.916,8944.706,9199.259,9460.802,9729.16,10004.451,10286.712,10575.952,10744.975,10867.951,10961.523
Bermuda,62.986,63.259,63.511,63.767,64.028,64.323,64.61,64.87,65.065,65.13,65.063,64.892,64.625,64.303,63.956,63.581,63.179,62.771,62.382,62.003,61.777,61.632,61.551
Bhutan,519.282,528.754,542.155,557.543,573.416,589.6,606.399,623.434,640.282,656.639,672.228,686.958,700.95,714.458,727.641,740.51,752.967,764.961,776.448,787.386,798.362,809.092,819.656
Bolivia (Plurinational State of),7717.443,7870.855,8026.254,8182.712,8339.512,8496.375,8653.345,8810.42,8967.741,9125.409,9283.334,9441.444,9599.855,9758.748,9918.242,10078.343,10239.004,10400.264,10562.159,10724.705,10853.732,10969.301,11076.416
Bosnia and Herzegovina,3780.378,3752.431,3750.485,3759.118,3766.706,3771.284,3775.807,3779.247,3781.287,3781.53,3779.468,3774,3763.599,3746.561,3722.084,3688.865,3648.2,3604.999,3566.002,3535.961,3527.729,3533.345,3548.194
Botswana,1604.06,1637.635,1669.625,1699.862,1728.34,1754.935,1779.953,1804.339,1829.33,1855.852,1884.238,1914.414,1946.351,1979.882,2014.866,2051.339,2089.315,2128.507,2168.573,2209.197,2243.886,2276.322,2307.313
Brazil,164913.306,167545.164,170170.64,172759.243,175287.587,177750.67,180151.021,182482.149,184738.458,186917.361,189012.412,191026.637,192979.029,194895.996,196796.269,198686.688,200560.983,202408.632,204213.133,205962.108,208075.702,210311.129,212616.186
British Virgin Islands,18.833,19.27,19.722,20.188,20.645,21.085,21.529,22,22.541,23.168,23.905,24.731,25.604,26.447,27.224,27.901,28.509,29.056,29.588,30.113,30.663,31.203,31.732
Brunei Darussalam,304.699,312.038,319.222,326.289,333.241,340.117,346.867,353.389,359.523,365.158,370.25,374.864,379.252,383.772,388.662,394.013,399.748,405.716,411.704,417.542,423.732,430.007,436.31
Bulgaria,8291.872,8211.726,8137.564,8066.883,7997.787,7930.546,7866.086,7803.881,7743.264,7683.763,7624.959,7566.949,7510.331,7456.03,7404.59,7356.213,7310.383,7266.141,7222.145,7177.396,7145.55,7118.475,7094.193
Burkina Faso,10372.745,10665.546,10968.724,11282.701,11607.942,11944.587,12293.1,12654.621,13030.569,13421.93,13829.177,14252.021,14689.726,15141.099,15605.217,16081.904,16571.216,17072.723,17585.977,18110.624,18399.627,18596.729,18734.912
Burundi,6041.112,6112.097,6186.352,6278.94,6400.706,6555.829,6741.569,6953.113,7182.451,7423.289,7675.338,7939.573,8212.264,8489.031,8766.93,9043.508,9319.71,9600.186,9891.79,10199.27,10370.226,10492.301,10582.9
Cabo Verde,398.773,408.175,417.323,426.285,435.079,443.716,452.106,460.147,467.664,474.567,480.795,486.438,491.723,496.963,502.384,508.067,513.979,520.106,526.437,532.913,538.86,544.712,550.552
Cambodia,10980.273,11295.88,11597.739,11883.636,12152.354,12402.473,12634.729,12853.124,13063.377,13270.201,13474.489,13676.693,13880.509,14090.208,14308.74,14537.886,14776.866,15022.692,15270.79,15517.635,15725.749,15917.226,16097.163
Cameroon,13812.472,14165.423,14523.57,14891.891,15274.234,15671.927,16084.886,16513.822,16959.081,17420.795,17899.562,18395.389,18907.008,19432.541,19970.495,20520.447,21082.383,21655.715,22239.904,22834.522,23185.086,23439.693,23632.999
Canada,29622.132,29903.15,30178.134,30453.884,30735.773,31024.732,31320.889,31627.806,31949.417,32287.98,32645.483,33019.932,33404.548,33789.831,34168.668,34538.622,34900.705,35255.495,35604.728,35949.709,36372.438,36823.834,37294.007
Caribbean,36838.907,37246.271,37643.88,38030.111,38403.986,38765.019,39114.069,39453.535,39786.576,40115.79,40441.529,40763.754,41083.981,41403.983,41724.731,42047.196,42370.627,42691.676,43005.785,43309.611,43589.14,43853.086,44106.186
Caribbean Netherlands,15.164,15.083,14.887,14.638,14.393,14.127,13.886,13.748,13.894,14.403,15.337,16.649,18.153,19.646,20.94,21.994,22.844,23.506,24.071,24.57,25.045,25.457,25.808
Cayman Islands,33.536,35.597,37.74,39.808,41.687,43.316,44.738,46.028,47.299,48.622,50.031,51.483,52.926,54.279,55.507,56.579,57.523,58.371,59.172,59.963,60.829,61.71,62.617
Central African Republic,3435.821,3517.309,3597.385,3676.508,3754.986,3832.203,3907.612,3981.665,4055.036,4127.91,4201.758,4275.8,4345.386,4404.23,4448.525,4476.153,4490.416,4499.653,4515.392,4546.1,4549.228,4549.395,4550.737
Central America,129181.431,131470.922,133705.3,135878.796,137992.226,140033.253,142014.325,143991.441,146039.807,148211.558,150528.927,152971.868,155497.581,158041.891,160556.595,163028.364,165467.124,167875.536,170262.816,172635.109,174858.971,177006.699,179105.984
Central Asia,53885.824,54292.276,54684.25,55097.49,55559.337,56082.293,56665.898,57307.871,58000.41,58737.838,59518.516,60345.972,61224.785,62161.019,63156.447,64212.215,65319.007,66454.885,67590.949,68705.005,69622.639,70442.156,71190.251
